Intervalo de datas,Identificador da campanha,Nome da campanha,ID do grupo de anúncios,Nome do grupo de anúncios,Estratégia de lances do grupo de anúncios,Segmentação,Tipo de correspondência de segmentação-Targeting match type,ID do segmento,Lance do segmento,ID do portfólio,Nome do portfólio,Moeda do orçamento,Impressões,Cliques,CTR,CPC,Custo total,Vendas,Compras,Taxa de compra em relação aos cliques,Unidades vendidas,ROAS
8 de ago. de 2026 - 10 de ago. de 2026,"=""100493751446075""",Campanha de Produto Indicado- L1618-T-o103/07,"=""78690051619891""",Campanha de Produto Indicado- L1618-T-o103/07,,"asin-expanded=""B0FX37MH6M""",TARGETING_EXPRESSION,120539370606006,0.69,146788124202114,campanha de produto indicado,BRL,4,0,0.0000%,,0.00,0.00,0,,0,
15 de ago. de 2026 - 6 de set. de 2026,"=""204200209630375""",Campanha de Produto Indicado- P3070-o228/07,"=""199631127286200""",Campanha de Produto Indicado- P3070-o228/07,,"asin-expanded=""B0GZ59P5FC""",TARGETING_EXPRESSION,107952825043951,1.0,146788124202114,campanha de produto indicado,BRL,56,0,0.0000%,,0.00,0.00,0,,0,
10 de ago. de 2026 - 10 de ago. de 2026,"=""245513710362262""",Campanha de Palavra-Chave- L2030-B-o103/07,"=""7667999543220""",Campanha de Palavra-Chave- L2030-B-o103/07,,lixeira basculante 10 litros,PHRASE,29550594764214,1.2,178029480993742,campanha de palavra chave,BRL,3,0,0.0000%,,0.00,0.00,0,,0,
9 de ago. de 2026 - 23 de ago. de 2026,"=""39066415309857""",Campanha de Produto Indicado- PXP-o103/07,"=""107384110271466""",Campanha de Produto Indicado- PXP-o103/07,,"asin-expanded=""B08B7VD1RX""",TARGETING_EXPRESSION,131527396978143,0.92,146788124202114,campanha de produto indicado,BRL,10,0,0.0000%,,0.00,0.00,0,,0,
13 de ago. de 2026 - 21 de ago. de 2026,"=""51280467188765""",Campanha de Produto Indicado- L2030-B-o311/08,"=""39531632646033""",Campanha de Produto Indicado- L2030-B-o311/08,,"asin-expanded=""B0F7RN8KDN""",TARGETING_EXPRESSION,45314234657504,0.78,146788124202114,campanha de produto indicado,BRL,2,0,0.0000%,,0.00,0.00,0,,0,
9 de ago. de 2026 - 10 de ago. de 2026,"=""100493751446075""",Campanha de Produto Indicado- L1618-T-o103/07,"=""78690051619891""",Campanha de Produto Indicado- L1618-T-o103/07,,"asin-expanded=""B0DZV82N4P""",TARGETING_EXPRESSION,150248917291828,0.69,146788124202114,campanha de produto indicado,BRL,3,0,0.0000%,,0.00,0.00,0,,0,
8 de ago. de 2026 - 8 de ago. de 2026,"=""220339920491993""",Campanha de Produto Indicado- L1618-A-o103/07,"=""216344585748751""",Campanha de Produto Indicado- L1618-A-o103/07,,"asin-expanded=""B076TJJ1RQ""",TARGETING_EXPRESSION,222657098372628,0.58,146788124202114,campanha de produto indicado,BRL,1,0,0.0000%,,0.00,0.00,0,,0,
8 de ago. de 2026 - 9 de ago. de 2026,"=""100493751446075""",Campanha de Produto Indicado- L1618-T-o103/07,"=""78690051619891""",Campanha de Produto Indicado- L1618-T-o103/07,,"asin-expanded=""B0H2FLFLTX""",TARGETING_EXPRESSION,69768099648755,0.69,146788124202114,campanha de produto indicado,BRL,5,0,0.0000%,,0.00,0.00,0,,0,
8 de ago. de 2026 - 24 de ago. de 2026,"=""204200209630375""",Campanha de Produto Indicado- P3070-o228/07,"=""199631127286200""",Campanha de Produto Indicado- P3070-o228/07,,"asin-expanded=""B08HJR5TDG""",TARGETING_EXPRESSION,258730757546008,1.1,146788124202114,campanha de produto indicado,BRL,15,0,0.0000%,,0.00,0.00,0,,0,
8 de ago. de 2026 - 16 de ago. de 2026,"=""3262494915796""",Campanha de Produto Indicado- P3050-o425/08,"=""113839187289861""",Campanha de Produto Indicado- P3050-o425/08,,"asin-expanded=""B0DF9VRKD4""",TARGETING_EXPRESSION,50270218881990,0.55,146788124202114,campanha de produto indicado,BRL,14,0,0.0000%,,0.00,0.00,0,,0,
11 de ago. de 2026 - 6 de set. de 2026,"=""78244851008766""",Campanha automática individual EGC,"=""394021670034987""",Campanha automática individual EGC,,substitutes,TARGETING_EXPRESSION_PREDEFINED,304331317553305,,1383289894499,campanha automatica individual,BRL,642,3,0.4673%,0.61333,1.84,0.00,0,0.0000%,0,0.00000
9 de ago. de 2026 - 10 de ago. de 2026,"=""252196439586079""",Campanha de Palavra-Chave- PXM-o116/07,"=""64600466795928""",Campanha de Palavra-Chave- PXM-o116/07,,suporte para extintor 6kg,PHRASE,233892478586654,1.44,178029480993742,campanha de palavra chave,BRL,2,0,0.0000%,,0.00,0.00,0,,0,
8 de ago. de 2026 - 5 de set. de 2026,"=""204200209630375""",Campanha de Produto Indicado- P3070-o228/07,"=""199631127286200""",Campanha de Produto Indicado- P3070-o228/07,,"asin-expanded=""B09YDKHT3H""",TARGETING_EXPRESSION,191870832568234,1.1,146788124202114,campanha de produto indicado,BRL,78,0,0.0000%,,0.00,0.00,0,,0,
9 de ago. de 2026 - 6 de set. de 2026,"=""204200209630375""",Campanha de Produto Indicado- P3070-o228/07,"=""199631127286200""",Campanha de Produto Indicado- P3070-o228/07,,"asin-expanded=""B08D8NFYZL""",TARGETING_EXPRESSION,94374351652094,1.0,146788124202114,campanha de produto indicado,BRL,14,0,0.0000%,,0.00,0.00,0,,0,
8 de ago. de 2026 - 27 de ago. de 2026,"=""51280467188765""",Campanha de Produto Indicado- L2030-B-o311/08,"=""39531632646033""",Campanha de Produto Indicado- L2030-B-o311/08,,"asin-expanded=""B07MHD9HRB""",TARGETING_EXPRESSION,7166846400364,0.78,146788124202114,campanha de produto indicado,BRL,4,0,0.0000%,,0.00,0.00,0,,0,
17 de ago. de 2026 - 29 de ago. de 2026,"=""51280467188765""",Campanha de Produto Indicado- L2030-B-o311/08,"=""39531632646033""",Campanha de Produto Indicado- L2030-B-o311/08,,"asin-expanded=""B076JLG2PV""",TARGETING_EXPRESSION,76095957983871,0.78,146788124202114,campanha de produto indicado,BRL,4,0,0.0000%,,0.00,0.00,0,,0,
8 de ago. de 2026 - 9 de ago. de 2026,"=""100493751446075""",Campanha de Produto Indicado- L1618-T-o103/07,"=""78690051619891""",Campanha de Produto Indicado- L1618-T-o103/07,,"asin-expanded=""B0GVVLW9BP""",TARGETING_EXPRESSION,105256575230509,0.69,146788124202114,campanha de produto indicado,BRL,2,0,0.0000%,,0.00,0.00,0,,0,
10 de ago. de 2026 - 10 de ago. de 2026,"=""81989474043493""",Campanha de Produto Indicado- P4080-o115/07,"=""40741820515357""",Campanha de Produto Indicado- P4080-o115/07,,"asin-expanded=""B09YDLC69D""",TARGETING_EXPRESSION,210729489004637,0.5,146788124202114,campanha de produto indicado,BRL,1,0,0.0000%,,0.00,0.00,0,,0,
8 de ago. de 2026 - 6 de set. de 2026,"=""204200209630375""",Campanha de Produto Indicado- P3070-o228/07,"=""199631127286200""",Campanha de Produto Indicado- P3070-o228/07,,"asin-expanded=""B0FD53H3VC""",TARGETING_EXPRESSION,62638220339719,1.1,146788124202114,campanha de produto indicado,BRL,20,0,0.0000%,,0.00,0.00,0,,0,
8 de ago. de 2026 - 6 de set. de 2026,"=""204200209630375""",Campanha de Produto Indicado- P3070-o228/07,"=""199631127286200""",Campanha de Produto Indicado- P3070-o228/07,,"asin-expanded=""B0F6PG8SNT""",TARGETING_EXPRESSION,87312542095519,1.1,146788124202114,campanha de produto indicado,BRL,615,0,0.0000%,,0.00,0.00,0,,0,
13 de ago. de 2026 - 2 de set. de 2026,"=""51280467188765""",Campanha de Produto Indicado- L2030-B-o311/08,"=""39531632646033""",Campanha de Produto Indicado- L2030-B-o311/08,,"asin-expanded=""B0GXNYQPC2""",TARGETING_EXPRESSION,130339874701705,0.78,146788124202114,campanha de produto indicado,BRL,4,0,0.0000%,,0.00,0.00,0,,0,
20 de ago. de 2026 - 20 de ago. de 2026,"=""3262494915796""",Campanha de Produto Indicado- P3050-o425/08,"=""113839187289861""",Campanha de Produto Indicado- P3050-o425/08,,"asin-expanded=""B01M0RM7M9""",TARGETING_EXPRESSION,273099051149526,0.55,146788124202114,campanha de produto indicado,BRL,1,0,0.0000%,,0.00,0.00,0,,0,
8 de ago. de 2026 - 6 de set. de 2026,"=""204200209630375""",Campanha de Produto Indicado- P3070-o228/07,"=""199631127286200""",Campanha de Produto Indicado- P3070-o228/07,,"asin-expanded=""B0GQDXYTXK""",TARGETING_EXPRESSION,232276763583264,1.1,146788124202114,campanha de produto indicado,BRL,67,0,0.0000%,,0.00,0.00,0,,0,
10 de ago. de 2026 - 10 de ago. de 2026,"=""3262494915796""",Campanha de Produto Indicado- P3050-o425/08,"=""113839187289861""",Campanha de Produto Indicado- P3050-o425/08,,"asin-expanded=""B0GQW7FRFR""",TARGETING_EXPRESSION,88458366072260,0.55,146788124202114,campanha de produto indicado,BRL,1,0,0.0000%,,0.00,0.00,0,,0,
9 de ago. de 2026 - 9 de ago. de 2026,"=""123525465502040""",campanha de palavra chave- P3060-o116/07,"=""49233190069824""",campanha de palavra chave- P3060-o116/07,,lixeira aço inox 50 litros,EXACT,209425257360798,1.32,178029480993742,campanha de palavra chave,BRL,2,0,0.0000%,,0.00,0.00,0,,0,
19 de ago. de 2026 - 19 de ago. de 2026,"=""3262494915796""",Campanha de Produto Indicado- P3050-o425/08,"=""113839187289861""",Campanha de Produto Indicado- P3050-o425/08,,"asin-expanded=""B0GPS3H54Z""",TARGETING_EXPRESSION,12648008340719,0.55,146788124202114,campanha de produto indicado,BRL,2,0,0.0000%,,0.00,0.00,0,,0,
21 de ago. de 2026 - 1 de set. de 2026,"=""7243834473931""",Campanha de Produto Indicado- PG3070-o425/08,"=""212453488975658""",Campanha de Produto Indicado- PG3070-o425/08,,"asin-expanded=""B0F8PBGZBJ""",TARGETING_EXPRESSION,157259019081630,0.66,146788124202114,campanha de produto indicado,BRL,2,0,0.0000%,,0.00,0.00,0,,0,
9 de ago. de 2026 - 10 de ago. de 2026,"=""129369277028930""",Campanha de Palavra-Chave- L2470-CZ-o116/07,"=""142630565422583""",Campanha de Palavra-Chave- L2470-CZ-o116/07,,cinzeiro para área externa,PHRASE,84544850634546,1.44,178029480993742,campanha de palavra chave,BRL,5,0,0.0000%,,0.00,0.00,0,,0,
12 de ago. de 2026 - 5 de set. de 2026,"=""51280467188765""",Campanha de Produto Indicado- L2030-B-o311/08,"=""39531632646033""",Campanha de Produto Indicado- L2030-B-o311/08,,"asin-expanded=""B0DXRJZBY5""",TARGETING_EXPRESSION,78776026115580,0.78,146788124202114,campanha de produto indicado,BRL,38,0,0.0000%,,0.00,0.00,0,,0,
8 de ago. de 2026 - 11 de ago. de 2026,"=""123525465502040""",campanha de palavra chave- P3060-o116/07,"=""49233190069824""",campanha de palavra chave- P3060-o116/07,,lixeira inox para banheiro,PHRASE,143245999767969,1.32,178029480993742,campanha de palavra chave,BRL,22,0,0.0000%,,0.00,0.00,0,,0,
11 de ago. de 2026 - 20 de ago. de 2026,"=""51280467188765""",Campanha de Produto Indicado- L2030-B-o311/08,"=""39531632646033""",Campanha de Produto Indicado- L2030-B-o311/08,,"asin-expanded=""B0DJPY3KRS""",TARGETING_EXPRESSION,153049803885126,0.78,146788124202114,campanha de produto indicado,BRL,7,0,0.0000%,,0.00,0.00,0,,0,
25 de ago. de 2026 - 25 de ago. de 2026,"=""108804692555847""",Campanha de Palavra-Chave Lixeiras banheiro-O4 25/08,"=""28534619762262""",Campanha de Palavra-Chave Lixeiras banheiro-O425/08,,lixeira inox 10 litros banheiro,PHRASE,165739909846706,1.2,99873185432506,Campanhas Manuais Claude,BRL,4,0,0.0000%,,0.00,0.00,0,,0,
31 de ago. de 2026 - 31 de ago. de 2026,"=""7243834473931""",Campanha de Produto Indicado- PG3070-o425/08,"=""212453488975658""",Campanha de Produto Indicado- PG3070-o425/08,,"asin-expanded=""B07CRPSDMH""",TARGETING_EXPRESSION,80198051074896,0.66,146788124202114,campanha de produto indicado,BRL,2,0,0.0000%,,0.00,0.00,0,,0,
12 de ago. de 2026 - 20 de ago. de 2026,"=""39066415309857""",Campanha de Produto Indicado- PXP-o103/07,"=""107384110271466""",Campanha de Produto Indicado- PXP-o103/07,,"asin-expanded=""B0C5JQLXG1""",TARGETING_EXPRESSION,64461699935232,0.92,146788124202114,campanha de produto indicado,BRL,8,0,0.0000%,,0.00,0.00,0,,0,
16 de ago. de 2026 - 16 de ago. de 2026,"=""3262494915796""",Campanha de Produto Indicado- P3050-o425/08,"=""113839187289861""",Campanha de Produto Indicado- P3050-o425/08,,"asin-expanded=""B0H4NGLNQ4""",TARGETING_EXPRESSION,95393208145050,0.55,146788124202114,campanha de produto indicado,BRL,1,0,0.0000%,,0.00,0.00,0,,0,
24 de ago. de 2026 - 6 de set. de 2026,"=""7243834473931""",Campanha de Produto Indicado- PG3070-o425/08,"=""212453488975658""",Campanha de Produto Indicado- PG3070-o425/08,,"asin-expanded=""B0H1SZBHMT""",TARGETING_EXPRESSION,8869705817232,0.66,146788124202114,campanha de produto indicado,BRL,19,0,0.0000%,,0.00,0.00,0,,0,
16 de ago. de 2026 - 31 de ago. de 2026,"=""157934729939405""",Campanha automática inidividual- L1618-o115/07,"=""285629207112751""",campanha automática inidividual- L1618-A-o115/07,,loose-match,TARGETING_EXPRESSION_PREDEFINED,436467175106980,0.45,1383289894499,campanha automatica individual,BRL,1,0,0.0000%,,0.00,0.00,0,,0,
9 de ago. de 2026 - 4 de set. de 2026,"=""204200209630375""",Campanha de Produto Indicado- P3070-o228/07,"=""199631127286200""",Campanha de Produto Indicado- P3070-o228/07,,"asin-expanded=""B0GSVSKGV2""",TARGETING_EXPRESSION,270995181298385,1.1,146788124202114,campanha de produto indicado,BRL,152,0,0.0000%,,0.00,0.00,0,,0,
8 de ago. de 2026 - 11 de ago. de 2026,"=""123525465502040""",campanha de palavra chave- P3060-o116/07,"=""49233190069824""",campanha de palavra chave- P3060-o116/07,,lixeira com pedal 50 litros,EXACT,28891229643722,1.32,178029480993742,campanha de palavra chave,BRL,28,1,3.5714%,2.52000,2.52,0.00,0,0.0000%,0,0.00000
10 de ago. de 2026 - 10 de ago. de 2026,"=""252196439586079""",Campanha de Palavra-Chave- PXM-o116/07,"=""64600466795928""",Campanha de Palavra-Chave- PXM-o116/07,,suporte para extintor 6kg,EXACT,156689048211212,1.44,178029480993742,campanha de palavra chave,BRL,0,0,,,0.00,0.00,0,,0,
17 de ago. de 2026 - 22 de ago. de 2026,"=""39066415309857""",Campanha de Produto Indicado- PXP-o103/07,"=""107384110271466""",Campanha de Produto Indicado- PXP-o103/07,,"asin-expanded=""B0DPMZB1SP""",TARGETING_EXPRESSION,65564431187935,0.92,146788124202114,campanha de produto indicado,BRL,3,0,0.0000%,,0.00,0.00,0,,0,
11 de ago. de 2026 - 4 de set. de 2026,"=""957557930999""",Campanha de Produto Indicado- PXM-o311/08,"=""261168792220999""",Campanha de Produto Indicado- PXM-o311/08,,"asin-expanded=""B0D7QQBVG1""",TARGETING_EXPRESSION,253142273875979,1.1,146788124202114,campanha de produto indicado,BRL,12,0,0.0000%,,0.00,0.00,0,,0,
8 de ago. de 2026 - 8 de ago. de 2026,"=""100493751446075""",Campanha de Produto Indicado- L1618-T-o103/07,"=""78690051619891""",Campanha de Produto Indicado- L1618-T-o103/07,,"asin-expanded=""B076M6P2L9""",TARGETING_EXPRESSION,251462461579205,0.69,146788124202114,campanha de produto indicado,BRL,1,0,0.0000%,,0.00,0.00,0,,0,
11 de ago. de 2026 - 11 de ago. de 2026,"=""229314137254983""",Campanha de Produto Indicado- SP-FF-o103/07,"=""274667933716671""",Campanha de Produto Indicado- SP-FF-o103/07,,"asin-expanded=""B097RXY4QV""",TARGETING_EXPRESSION,191005877991503,1.1,146788124202114,campanha de produto indicado,BRL,1,0,0.0000%,,0.00,0.00,0,,0,
9 de ago. de 2026 - 9 de ago. de 2026,"=""220339920491993""",Campanha de Produto Indicado- L1618-A-o103/07,"=""216344585748751""",Campanha de Produto Indicado- L1618-A-o103/07,,"asin-expanded=""B0FLJCGGZW""",TARGETING_EXPRESSION,143881164744772,0.58,146788124202114,campanha de produto indicado,BRL,1,0,0.0000%,,0.00,0.00,0,,0,
15 de ago. de 2026 - 5 de set. de 2026,"=""204200209630375""",Campanha de Produto Indicado- P3070-o228/07,"=""199631127286200""",Campanha de Produto Indicado- P3070-o228/07,,"asin-expanded=""B0DNTVMVN4""",TARGETING_EXPRESSION,22508914190661,1.1,146788124202114,campanha de produto indicado,BRL,8,0,0.0000%,,0.00,0.00,0,,0,
8 de ago. de 2026 - 6 de set. de 2026,"=""204200209630375""",Campanha de Produto Indicado- P3070-o228/07,"=""199631127286200""",Campanha de Produto Indicado- P3070-o228/07,,"asin-expanded=""B0D3JCG6MZ""",TARGETING_EXPRESSION,240044278504247,1.0,146788124202114,campanha de produto indicado,BRL,97,0,0.0000%,,0.00,0.00,0,,0,
12 de ago. de 2026 - 13 de ago. de 2026,"=""51280467188765""",Campanha de Produto Indicado- L2030-B-o311/08,"=""39531632646033""",Campanha de Produto Indicado- L2030-B-o311/08,,"asin-expanded=""B0DZV96MHK""",TARGETING_EXPRESSION,54520819256197,0.78,146788124202114,campanha de produto indicado,BRL,2,0,0.0000%,,0.00,0.00,0,,0,
8 de ago. de 2026 - 6 de set. de 2026,"=""160875308766462""",Campanha de Palavra-Chave Cinzeiros,"=""197709452963098""",Campanha de Palavra-Chave Cinzeiros,,lixeira com cinzeiro,EXACT,188512828170673,1.6,99873185432506,Campanhas Manuais Claude,BRL,101,1,0.9901%,0.28000,0.28,0.00,0,0.0000%,0,0.00000
8 de ago. de 2026 - 11 de ago. de 2026,"=""113980823359011""",Campanha de Palavra-Chave- P3050-o116/07,"=""102406068413906""",Campanha de Palavra-Chave- P3050-o116/07,,lixeira para cozinha com pedal,PHRASE,40732524331988,1.32,178029480993742,campanha de palavra chave,BRL,25,0,0.0000%,,0.00,0.00,0,,0,
14 de ago. de 2026 - 6 de set. de 2026,"=""7243834473931""",Campanha de Produto Indicado- PG3070-o425/08,"=""212453488975658""",Campanha de Produto Indicado- PG3070-o425/08,,"asin-expanded=""B0FRV1RH4M""",TARGETING_EXPRESSION,70598847091547,0.66,146788124202114,campanha de produto indicado,BRL,14,0,0.0000%,,0.00,0.00,0,,0,
31 de ago. de 2026 - 5 de set. de 2026,"=""7243834473931""",Campanha de Produto Indicado- PG3070-o425/08,"=""212453488975658""",Campanha de Produto Indicado- PG3070-o425/08,,"asin-expanded=""B01ANF62JO""",TARGETING_EXPRESSION,231609678961445,0.66,146788124202114,campanha de produto indicado,BRL,4,0,0.0000%,,0.00,0.00,0,,0,
9 de ago. de 2026 - 11 de ago. de 2026,"=""139517395374433""",Campanha de Palavra-Chave- P4080-o116/07,"=""105959590738663""",Campanha de Palavra-Chave- P4080-o116/07,,lixeira grande com pedal,PHRASE,203540630083378,1.44,178029480993742,campanha de palavra chave,BRL,4,0,0.0000%,,0.00,0.00,0,,0,
10 de ago. de 2026 - 10 de ago. de 2026,"=""81989474043493""",Campanha de Produto Indicado- P4080-o115/07,"=""40741820515357""",Campanha de Produto Indicado- P4080-o115/07,,"asin-expanded=""B07TXWL7SJ""",TARGETING_EXPRESSION,134232299845204,0.55,146788124202114,campanha de produto indicado,BRL,2,0,0.0000%,,0.00,0.00,0,,0,
10 de ago. de 2026 - 20 de ago. de 2026,"=""3262494915796""",Campanha de Produto Indicado- P3050-o425/08,"=""113839187289861""",Campanha de Produto Indicado- P3050-o425/08,,"asin-expanded=""B07DB8MK9Y""",TARGETING_EXPRESSION,28290768978739,0.5,146788124202114,campanha de produto indicado,BRL,6,0,0.0000%,,0.00,0.00,0,,0,
11 de ago. de 2026 - 6 de set. de 2026,"=""51867061249884""",Campanha Manual Palavra-Chave L3070-B,"=""37073533131431""",Campanha Manual Palavra-Chave L3070-B,,lixeira 50 litros basculante,EXACT,87763187275663,1.2,99873185432506,Campanhas Manuais Claude,BRL,77,0,0.0000%,,0.00,0.00,0,,0,
31 de ago. de 2026 - 31 de ago. de 2026,"=""204200209630375""",Campanha de Produto Indicado- P3070-o228/07,"=""199631127286200""",Campanha de Produto Indicado- P3070-o228/07,,"asin-expanded=""B0GV2X9TT1""",TARGETING_EXPRESSION,90624022397022,1.1,146788124202114,campanha de produto indicado,BRL,1,0,0.0000%,,0.00,0.00,0,,0,
14 de ago. de 2026 - 14 de ago. de 2026,"=""957557930999""",Campanha de Produto Indicado- PXM-o311/08,"=""261168792220999""",Campanha de Produto Indicado- PXM-o311/08,,"asin-expanded=""B0DHRZ21MN""",TARGETING_EXPRESSION,56742729735787,1.1,146788124202114,campanha de produto indicado,BRL,1,0,0.0000%,,0.00,0.00,0,,0,
8 de ago. de 2026 - 24 de ago. de 2026,"=""3262494915796""",Campanha de Produto Indicado- P3050-o425/08,"=""113839187289861""",Campanha de Produto Indicado- P3050-o425/08,,"asin-expanded=""B0BTMZLMGD""",TARGETING_EXPRESSION,277323679462412,0.9,146788124202114,campanha de produto indicado,BRL,17,0,0.0000%,,0.00,0.00,0,,0,
