Data inicial,Data de término,País,Termo de pesquisa do cliente,Classificação de impressão de termo de pesquisa,Parcela de impressões de termo de pesquisa,Palavra-chave,Tipo de correspondência,Nome do portfólio,Nome da campanha,Nome do grupo de anúncios,Moeda,Cliques,Impressões,Taxa de cliques (CTR),Gastos,Custo por clique (CPC),Total de pedidos em 7 dias (N.º),"Total de vendas em 7 dias ","Total do custo de publicidade das vendas (ACOS) ",Retorno total sobre gastos com anúncios (ROAS),Taxa de conversão em 7 dias
"Aug 08, 2026","Sep 06, 2026",Brasil,b0bhmzbzw9,2,13.870%,"asin-expanded=""B0BHMZBZW9""",-,campanha de produto indicado,Campanha de Produto Indicado- P3070-o228/07,Campanha de Produto Indicado- P3070-o228/07,BRL,1,19,5.260%,R$1.01,R$1.01,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0bhmzbzw9,2,13.870%,"asin-expanded=""B0CYWMQ93Y""",-,campanha de produto indicado,Campanha de Produto Indicado- P3050-o425/08,Campanha de Produto Indicado- P3050-o425/08,BRL,1,25,4.000%,R$0.66,R$0.66,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0bhmzbzw9,2,13.870%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,9,416,2.160%,R$6.23,R$0.69,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,papel de parede,67,0.060%,*,-,campanha automatica individual,campanha automática individual- SP-PP-o425/08,campanha automática individual- SP-PP-o425/08,BRL,1,393,0.250%,R$0.82,R$0.82,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,relogio de parede,65,0.100%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,23,4.3499999999999994%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,relogio de parede,65,0.100%,*,-,campanha automatica individual,campanha automática individual- SP-PP-o425/08,campanha automática individual- SP-PP-o425/08,BRL,1,287,0.350%,R$1.2,R$1.2,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b076vynp9w,1,76.470%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,14,260,5.380%,R$6.3,R$0.45,1,R$132.9,4.740%,21.1,7.140%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira banheiro 7 litros,1,79.050%,lixeira banheiro 7 litros,EXACT,Campanhas Manuais Claude,Campanha de Palavra-Chave Lixeiras banheiro-O4 25/08,Campanha de Palavra-Chave Lixeiras banheiro-O425/08,BRL,7,166,4.220%,R$11.71,R$1.67,1,R$265.8,4.410%,22.7,14.290%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira grande,30,0.530%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,7,147,4.7600000000000006%,R$4.82,R$0.69,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira inox para pia de cozinha,1,92.970%,lixeira inox para pia de cozinha,EXACT,Campanhas Manuais Claude,Campanha de Palavra-Chave Lixeiras banheiro-O4 25/08,Campanha de Palavra-Chave Lixeiras banheiro-O425/08,BRL,6,119,5.040%,R$8.98,R$1.5,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,placa adesiva para parede,14,1.0699999999999999%,*,-,campanha automatica individual,campanha automática individual- SP-PP-o425/08,campanha automática individual- SP-PP-o425/08,BRL,2,105,1.900%,R$2.5,R$1.25,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0cfgbgqlw,2,16.280%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,3,103,2.910%,R$2.33,R$0.78,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0cfgbgqlw,2,16.280%,"asin-expanded=""B0CFGBGQLW""",-,campanha de produto indicado,Campanha de Produto Indicado- P4080-o115/07,Campanha de Produto Indicado- P4080-o115/07,BRL,1,1,100.000%,R$0.82,R$0.82,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0gr21djc2,9,3.100%,"asin-expanded=""B0BKRC75MM""",-,campanha de produto indicado,Campanha de Produto Indicado- P3070-o228/07,Campanha de Produto Indicado- P3070-o228/07,BRL,1,2,50.000%,R$1.1,R$1.1,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0gr21djc2,9,3.100%,"asin-expanded=""B0BSNVT11K""",-,campanha de produto indicado,Campanha de Produto Indicado- P3070-o228/07,Campanha de Produto Indicado- P3070-o228/07,BRL,1,6,16.669999999999998%,R$1.05,R$1.05,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0gr21djc2,9,3.100%,"asin-expanded=""B0GWJZTXFG""",-,campanha de produto indicado,Campanha de Produto Indicado- P3070-o228/07,Campanha de Produto Indicado- P3070-o228/07,BRL,2,77,2.600%,R$2.15,R$1.07,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0gr21djc2,9,3.100%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,3,17,17.649999999999998%,R$2.4,R$0.8,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira 30l,12,1.220%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,4,101,3.9600000000000006%,R$3.19,R$0.8,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b09ydlc69d,9,2.1999999999999997%,"asin-expanded=""B09YDLC69D""",-,campanha de produto indicado,Campanha de Produto Indicado- P3070-o228/07,Campanha de Produto Indicado- P3070-o228/07,BRL,5,77,6.490%,R$6.31,R$1.26,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira basculante 50 litros,1,42.440%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,4,19,21.050%,R$2.13,R$0.53,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira basculante 50 litros,1,42.440%,lixeira basculante 50 litros,EXACT,Campanhas Manuais Claude,Campanha Manual Palavra-Chave L3070-B,Campanha Manual Palavra-Chave L3070-B,BRL,3,54,5.560%,R$2.4,R$0.8,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0f4t1m1gc,2,17.530%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,64,3.1300000000000006%,R$1.13,R$0.56,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira inox 50 litros com pedal,2,18.930%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,5,64,7.810%,R$4.3,R$0.86,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b076pn14b6,1,14.979999999999998%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,10,62,16.130%,R$7.1,R$0.71,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira inox para pia cozinha,1,77.330%,lixeira inox para pia de cozinha,EXACT,Campanhas Manuais Claude,Campanha de Palavra-Chave Lixeiras banheiro-O4 25/08,Campanha de Palavra-Chave Lixeiras banheiro-O425/08,BRL,2,58,3.450%,R$2.74,R$1.37,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira de inox,7,3.830%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,3,53,5.660%,R$2.04,R$0.68,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,suporte para guarda chuva,2,28.180%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,51,3.920%,R$1.6,R$0.8,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b08d8r4gzq,36,0.330%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,3,46,6.520%,R$1.53,R$0.51,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,cinzeiro,19,0.340%,"asin-expanded=""B07WSSFQNV""",-,campanha de produto indicado,Campanha de Produto Indicado- L2470-CZ-o425/08,Campanha de Produto Indicado- L2470-CZ-o425/08,BRL,2,44,4.550%,R$1.4,R$0.7,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b07txwl7sj,1,37.169999999999995%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,42,2.3800000000000003%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,leque grande de parede,2,6.890%,*,-,campanha automatica individual,campanha automática individual- SP-PP-o425/08,campanha automática individual- SP-PP-o425/08,BRL,1,41,2.440%,R$0.59,R$0.59,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,varal retratil de parede,133,0.010%,*,-,campanha automatica individual,campanha automática individual- SP-PP-o425/08,campanha automática individual- SP-PP-o425/08,BRL,1,41,2.440%,R$0.65,R$0.65,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,porta guarda chuva,7,0.5700000000000001%,"asin-expanded=""B0BHXCJD1P""",-,campanha de produto indicado,Campanha de Produto Indicado- PG3070-o425/08,Campanha de Produto Indicado- PG3070-o425/08,BRL,1,13,7.690%,R$0.99,R$0.99,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,porta guarda chuva,7,0.5700000000000001%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,26,3.850%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira inox 30l,14,0.790%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,36,2.780%,R$0.79,R$0.79,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira aço inox 45 litros,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,34,2.940%,R$0.71,R$0.71,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira cozinha 40 litros,2,13.819999999999998%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,34,5.880%,R$1.87,R$0.94,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira banheiro inox,19,0.06999999999999999%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,31,6.450%,R$1.06,R$0.53,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira cozinha pia,35,0.240%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,3,30,10.000%,R$2.13,R$0.71,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira 100l,2,10.100000000000001%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,4,29,13.790%,R$2.16,R$0.54,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira 40 litros,10,2.590%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,29,6.900%,R$1.44,R$0.72,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira inox 12l,35,0.230%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,29,3.450%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0bhxcjd1p,1,41.180%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,9,11.110000000000002%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0bhxcjd1p,1,41.180%,*,-,campanha automatica individual,Campanha automática individual EGC,Campanha automática individual EGC,BRL,3,19,15.790%,R$1.84,R$0.61,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0ccxjnfdb,1,23.330%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,28,3.570%,R$0.41,R$0.41,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira inox 5l,32,0.190%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,4,28,14.290%,R$2.32,R$0.58,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0h8s3k2ty,1,42.190%,"asin-expanded=""B0GVGBRG5N""",-,campanha de produto indicado,Campanha de Produto Indicado- P3070-o228/07,Campanha de Produto Indicado- P3070-o228/07,BRL,1,27,3.700%,R$1.05,R$1.05,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira inox sem tampa,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,25,8.000%,R$1.42,R$0.71,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0f4srv3my,14,1.010%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,24,8.330%,R$1.0,R$0.5,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira inox 7 litros,1,54.760%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,23,4.3499999999999994%,R$0.65,R$0.65,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b076t9qljs,1,40.739999999999995%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,5,22,22.730%,R$3.54,R$0.71,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b08d8qdy25,23,0.310%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,21,4.7600000000000006%,R$0.67,R$0.67,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira cozinha 30l,29,0.110%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,21,4.7600000000000006%,R$0.77,R$0.77,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira grande 30l,1,42.860%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,3,21,14.290%,R$1.27,R$0.42,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b09ydkht3h,21,0.740%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,19,5.260%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0gh2hdy68,1,51.34999999999999%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,19,5.260%,R$0.74,R$0.74,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira 30 litros inox,3,7.760%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,19,10.530%,R$1.36,R$0.68,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira inox 100 litros,2,38.780%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,19,10.530%,R$1.33,R$0.67,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0d7jsb8b6,1,100.000%,*,-,campanha automatica individual,campanha automática individual- PXM-o425/08,campanha automática individual- PXM-o425/08,BRL,2,18,11.110000000000002%,R$2.65,R$1.32,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0h8fbcpwk,6,5.450%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,18,5.560%,R$0.56,R$0.56,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira inox tramontina,8,0.700%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,18,5.560%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b08s2p53gd,16,0.720%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,17,5.880%,R$0.79,R$0.79,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira para banheiro inox sem tampa,1,89.470%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,17,5.880%,R$0.79,R$0.79,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixo escritorio 40 litros inox,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,17,11.760%,R$0.88,R$0.44,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b07gytmzvk,4,13.450%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,3,16,18.750%,R$2.28,R$0.76,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,cesto inox lixo,1,94.120%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,16,6.250%,R$0.77,R$0.77,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,guarda chuva,110,0.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,16,6.250%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira 100 litros com tampa,2,11.510%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,16,12.500%,R$1.64,R$0.82,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira grande 100l,9,2.4500000000000003%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,16,6.250%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira inox 15 litros,4,1.440%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,16,6.250%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira inox 30 litros com pedal,5,5.0299999999999994%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,16,6.250%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,suporte planta parede,26,0.3899999999999999%,*,-,campanha automatica individual,campanha automática individual- SP-PP-o425/08,campanha automática individual- SP-PP-o425/08,BRL,1,16,6.250%,R$1.32,R$1.32,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0f4t8fcdd,18,0.410%,"asin-expanded=""B0F4T8FCDD""",-,campanha de produto indicado,Campanha de Produto Indicado- P3070-o228/07,Campanha de Produto Indicado- P3070-o228/07,BRL,2,15,13.330%,R$2.68,R$1.34,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira basculante 50l,1,78.950%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,15,6.670%,R$0.66,R$0.66,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira redonda,1,25.860%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,15,6.670%,R$0.58,R$0.58,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira basculante 7 litros,2,33.330%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,14,7.140%,R$0.82,R$0.82,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira para banheiro,144,0.010%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,14,14.290%,R$1.44,R$0.72,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0ffsc2qnq,3,7.100%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,4,13,30.769999999999995%,R$2.56,R$0.64,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira com pedal 50 litros,10,1.550%,lixeira com pedal 50 litros,EXACT,campanha de palavra chave,campanha de palavra chave- P3060-o116/07,campanha de palavra chave- P3060-o116/07,BRL,1,8,12.500%,R$2.52,R$2.52,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira com pedal 50 litros,10,1.550%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,5,20.000%,R$0.36,R$0.36,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira cozinha inox,10,0.430%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,13,15.380%,R$1.2,R$0.6,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira inox pia cozinha,2,37.140%,lixeira inox para pia de cozinha,EXACT,Campanhas Manuais Claude,Campanha de Palavra-Chave Lixeiras banheiro-O4 25/08,Campanha de Palavra-Chave Lixeiras banheiro-O425/08,BRL,1,13,7.690%,R$1.49,R$1.49,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0cynyl4y2,6,7.840%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,12,8.330%,R$0.73,R$0.73,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0cyp61rh2,28,0.730%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,12,16.669999999999998%,R$1.55,R$0.78,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b0fjjbxmm8,1,100.000%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,12,16.669999999999998%,R$1.6,R$0.8,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira de cozinha inox 10 litros com pedal,1,41.380%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,12,8.330%,R$0.72,R$0.72,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira retangular 30 litros,3,14.120%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,12,8.330%,R$0.8,R$0.8,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,b01n0af6q5,2,29.730%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,11,18.180%,R$1.21,R$0.6,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,basculante 50x50,1,47.830%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,11,9.090%,R$0.26,R$0.26,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira 15 litros com pedal,9,2.680%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,11,9.090%,R$0.76,R$0.76,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira basculante 3 litros,1,84.61999999999998%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,11,9.090%,R$1.0,R$1.0,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira brinox,9,3.170%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,3,11,27.270%,R$2.14,R$0.71,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira com pedal,65,0.150%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,1,11,9.090%,R$0.79,R$0.79,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,lixeira inox banheiro,12,0.190%,*,-,Campanha automatica geral,campanha automatica geral DBA-o311/08,Campanha automatica geral DBA-o311/08,BRL,2,11,18.180%,R$1.41,R$0.7,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,relogio digital de parede,35,0.430%,*,-,campanha automatica individual,campanha automática individual- SP-PP-o425/08,campanha automática individual- SP-PP-o425/08,BRL,1,11,9.090%,R$1.13,R$1.13,0,R$0.0,,0.0,0.000%
"Aug 08, 2026","Sep 06, 2026",Brasil,suporte extintor chão,1,100.000%,suporte de extintor chão,EXACT,Campanhas Manuais Claude,Campanha - Extintor Palavra-Chave Exato Manual,Campanha - Extintor Palavra-Chave Exato Manual,BRL,3,11,27.270%,R$2.05,R$0.68,0,R$0.0,,0.0,0.000%
